time,bid,bidSize,ask,askSize,last,lastSize,prevBidSize,prevAskSize,volume,open,high,low,close
2021-10-22 20:09:06.356460+00:00,119.94,9.0,119.95,1.0,119.97,2.0,nan,3.0,387192.0,120.75,121.56,118.37,119.33
2021-10-22 20:09:10.745840+00:00,119.94,9.0,119.95,1.0,119.97,2.0,nan,3.0,387192.0,120.75,121.56,118.37,119.33
2021-10-22 20:09:10.745840+00:00,119.94,9.0,119.95,1.0,119.95,1.0,nan,3.0,387193.0,120.75,121.56,118.37,119.33
2021-10-22 20:09:10.747837+00:00,119.94,9.0,119.97,1.0,119.95,1.0,nan,3.0,387193.0,120.75,121.56,118.37,119.33
2021-10-22 20:09:13.100541+00:00,119.94,9.0,119.98,53.0,119.95,1.0,nan,1.0,387193.0,120.75,121.56,118.37,119.33
